dbID,band,n_obs,baseline,mean_mag,std_mag,mjd_min,mjd_max
1047685,r,55,2934.9387629999983,20.54710909090909,0.20849867431253039,51467.312225,54402.250988
1047685,g,55,2934.9387629999983,20.58910909090909,0.21508481817242336,51467.315558,54402.254321
1047897,r,55,3336.9333010000046,19.790345454545456,0.08890142000743781,51075.233617,54412.166918
1047897,g,54,3330.930370000002,19.831925925925926,0.10748709687452279,51075.23695,54406.16732
1048564,r,56,3336.9333439999973,19.302232142857143,0.11055137640020413,51075.238779,54412.172123
1048564,g,56,3336.9333439999973,19.6875,0.1468664359205327,51075.242112,54412.175456
1048924,r,55,3336.933318999996,19.309345454545454,0.124230023919241,51075.23748,54412.170799
1048924,g,54,3336.9333200000037,19.398185185185184,0.1437597113079186,51075.240813,54412.174133
1049523,r,57,3336.9333039999983,20.204368421052635,0.1269610565487036,51075.241055,54412.174359
1049523,g,57,3336.9333039999983,20.335526315789473,0.1318728927179311,51075.244388,54412.177692
104962,r,60,3336.9333110000007,18.5855,0.06316737026872868,51075.310659,54412.24397
104962,g,60,3330.930361999999,18.632766666666672,0.07952428699600002,51075.313992,54406.244354
1050365,r,55,2934.938734000003,20.310399999999998,0.18262356713394692,51467.321006,54402.25974
1050365,g,54,2934.938734000003,20.482851851851848,0.16952290432022224,51467.324339,54402.263073
1050493,r,52,3336.9333170000027,20.55428846153846,0.15601520346753928,51075.236304,54412.169621
1050493,g,52,3336.9333170000027,21.187403846153845,0.2127038623582801,51075.239637,54412.172954
1051188,r,10,779.9965020000018,19.7976,0.054218447045262755,53622.260267,54402.256769
1051188,g,10,779.9965020000018,19.947,0.08052949770115277,53622.2636,54402.260102
1051287,r,55,3336.933305999999,18.765018181818185,0.0701202839047021,51075.240893,54412.174199
1051287,g,55,3336.933305999999,19.09081818181818,0.08973437385550566,51075.244226,54412.177532
1052057,r,57,2934.9387599999973,18.95457894736842,0.08221536702059164,51467.311903,54402.250663
1052057,g,56,2934.9387599999973,19.09894642857143,0.10043004310799371,51467.315236,54402.253996
1052077,r,51,2947.945393000002,20.606960784313724,0.100248311468703,51464.219585,54412.164978
1052077,g,50,2947.945393000002,21.401180000000004,0.1710634607389902,51464.222918,54412.168311
1052147,r,53,2947.9454100000003,19.799037735849055,0.12127856010871597,51464.220483,54412.165893
1052147,g,53,2947.9454110000006,20.253679245283017,0.1831149524087444,51464.223816,54412.169227
1052697,r,55,3336.933315000002,18.810672727272728,0.08180821353417324,51075.236841,54412.170156
1052697,g,53,3336.933315000002,19.43647169811321,0.10025093116277381,51075.240174,54412.173489
1053441,r,7,1829.0108869999967,19.943285714285715,0.14075989108682788,52557.240914,54386.251801
1053441,g,7,1829.0108869999967,20.072714285714287,0.1821770836189845,52557.244247,54386.255134
1053466,r,64,2947.9454190000033,19.263421875,0.10708521791771441,51464.218664,54412.164083
1053466,g,64,2947.945418999996,19.501171874999997,0.1410832594037448,51464.221997,54412.167416
1053588,r,55,2934.938700000006,20.399618181818184,0.07247557354261211,51467.318617,54402.257317
1053588,g,53,2934.938700999999,21.815433962264155,0.21805646745168566,51467.32195,54402.260651
1054076,r,55,2947.9453929999945,18.907636363636367,0.08274679090429225,51464.219293,54412.164686
1054076,g,54,2947.9453929999945,19.00903703703704,0.08838613997323873,51464.222626,54412.168019
1054283,r,56,2934.9387769999958,19.79267857142857,0.1391643564719246,51467.313839,54402.252616
1054283,g,54,2934.9387769999958,19.978037037037037,0.18223173718006783,51467.317172,54402.255949
1054603,r,58,2934.938742999999,17.92596551724138,0.042104126064187494,51467.311941,54402.250684
1054603,g,56,2934.938743999999,18.038214285714282,0.05242161300650797,51467.315274,54402.254018
1055184,r,54,3327.0175799999997,20.51818518518518,0.14628676480905245,51075.237518,54402.255098
1055184,g,53,3327.0175799999997,20.546301886792453,0.16985971846998965,51075.240851,54402.258431
1055774,r,113,3336.9333119999937,19.0580796460177,0.06999748941046736,51075.233609,54412.166921
1055774,g,111,3336.933312999994,19.195909909909908,0.06716854550604238,51075.236942,54412.170255
1056631,r,55,2947.9454079999996,20.600454545454543,0.1651913290902751,51464.217717,54412.163125
1056631,g,55,2947.945409,20.975472727272724,0.1929187162366063,51464.22105,54412.166459
1057038,r,53,3336.9333140000017,20.346264150943398,0.16702729987497342,51075.235902,54412.169216
1057038,g,53,3336.9333140000017,21.47132075471698,0.24252319660188487,51075.239235,54412.172549
10579,r,110,3330.9496639999998,18.49295454545455,0.0535204950316208,51081.288994,54412.238658
10579,g,106,3330.9496639999998,18.77339622641509,0.05355347869279525,51081.292327,54412.241991
1057980,r,55,2947.945421000004,19.721090909090908,0.14036048041671118,51464.217844,54412.163265
